,text,intent,labels
853,add:O this:O song:B-music_item to:O my:B-playlist_owner workout:B-playlist playlist:O ," AddToPlaylist
",0
6430,I'm:O looking:O for:O a:O picture:B-object_type of:O Fresh:B-object_name Air:I-object_name ," SearchCreativeWork
",5
5473,When:O will:O Hard:B-movie_name Time:I-movie_name Romance:I-movie_name be:O showing:O at:O the:O cinema:B-object_location_type ?:O ," SearchScreeningEvent
",6
7105,"Book:O a:O restaurant:B-restaurant_type in:O Medford:B-city Lakes:I-city on:O Sep.:B-timeRange 8,:I-timeRange 2033:I-timeRange for:O essie,:B-party_size_description tonya:I-party_size_description and:I-party_size_description I:I-party_size_description "," BookRestaurant
",1
5578,"What:O will:O the:O weather:O be:O like:O here:B-current_location on:O September:B-timeRange 17,:I-timeRange 2040:I-timeRange "," GetWeather
",2
9032,add:O keltech:B-artist to:O my:B-playlist_owner 70s:B-playlist road:I-playlist trip:I-playlist playlist:O ," AddToPlaylist
",0
984,I:O want:O to:O book:O a:O restaurant:B-restaurant_type for:O 6:B-party_size_number on:O january:B-timeRange third:I-timeRange within:B-spatial_relation walking:I-spatial_relation distance:I-spatial_relation of:O Northvale:B-poi ," BookRestaurant
",1
1272,I'd:O like:O to:O book:O a:O restaurant:B-restaurant_type that:O serves:O pôchouse:B-served_dish in:O Rocksprings:B-city .:O ," BookRestaurant
",1
6602,what's:O the:O movie:B-object_type schedule:I-object_type at:O National:B-location_name Amusements:I-location_name ," SearchScreeningEvent
",6
8848,book:O a:O pub:B-restaurant_type for:O pepperoni:B-served_dish near:B-spatial_relation their:B-poi house:I-poi and:O not:B-spatial_relation far:I-spatial_relation ," BookRestaurant
",1
8907,Add:O song:B-music_item to:O Siesta:B-playlist ," AddToPlaylist
",0
3354,Book:O a:O reservation:O for:O a:O pub:B-restaurant_type serving:O gateau:B-served_dish in:O MS:B-state ," BookRestaurant
",1
6285,Rate:O the:O current:B-object_select essay:B-object_type 4:B-rating_value stars:B-rating_unit ," RateBook
",4
1483,what:O day:O does:O the:O movie:O Star:B-movie_name of:I-movie_name the:I-movie_name Circus:I-movie_name play:O at:O ten:B-timeRange PM:I-timeRange ," SearchScreeningEvent
",6
9027,Find:O Stained:B-object_name Glass:I-object_name Windows:I-object_name .:O ," SearchCreativeWork
",5
4183,I'd:O like:O to:O watch:O A:B-movie_name Storm:I-movie_name in:I-movie_name the:I-movie_name Stars:I-movie_name at:O North:B-location_name American:I-location_name Cinemas:I-location_name ," SearchScreeningEvent
",6
886,give:O this:B-object_select textbook:B-object_type four:B-rating_value stars:B-rating_unit ," RateBook
",4
3105,Look:O for:O All:B-object_name That:I-object_name Matters:I-object_name ," SearchCreativeWork
",5
4141,I'd:O like:O to:O watch:O The:B-movie_name Holy:I-movie_name Office:I-movie_name at:O Cooper:B-location_name Foundation:I-location_name ," SearchScreeningEvent
",6
7479,Please:O get:O me:O the:O work:O Shirley:B-object_name aviatrice:I-object_name .:O ," SearchCreativeWork
",5
3798,How:O do:O I:O rate:O this:B-object_select book:B-object_type 4:B-rating_value stars?:O ," RateBook
",4
2086,Find:O movie:B-object_type schedules:I-object_type at:O IMAX:B-location_name Corporation:I-location_name ," SearchScreeningEvent
",6
2718,what:O is:O the:O weather:O forecast:O here:B-current_location one:B-timeRange minute:I-timeRange from:I-timeRange now:I-timeRange ," GetWeather
",2
5211,I:O would:O rate:O this:B-object_select chronicle:B-object_part_of_series_type a:O value:O of:O 1:B-rating_value and:O a:O best:O rating:O of:O 6:B-best_rating ," RateBook
",4
7544,"What:O time:O is:O Atlantis,:B-movie_name terre:I-movie_name engloutie:I-movie_name playing?:O "," SearchScreeningEvent
",6
7752,Show:O me:O movie:B-object_type times:I-object_type for:O movies:B-movie_type in:B-spatial_relation the:I-spatial_relation neighborhood:I-spatial_relation ," SearchScreeningEvent
",6
6018,play:O Bra:B-track Vibrationer:I-track by:O Dean:B-artist ," PlayMusic
",3
986,I:O need:O a:O list:O of:O animated:B-movie_type movies:I-movie_type playing:O around:B-spatial_relation here:I-spatial_relation ," SearchScreeningEvent
",6
1293,Play:O music:O on:O youtube:B-service ," PlayMusic
",3
7205,Book:O reservations:O at:O a:O :O for:O seven:B-party_size_number at:O a:O highly:B-sort rated:I-sort restaurant:B-restaurant_type that:O serves:O kosher:B-cuisine food:O in:O VI:B-state ," BookRestaurant
",1
6274,Rate:O The:B-object_name Simon:I-object_name &:I-object_name Schuster:I-object_name Encyclopedia:I-object_name of:I-object_name Dinosaurs:I-object_name and:I-object_name Prehistoric:I-object_name Creatures:I-object_name 0:B-rating_value points:B-rating_unit .:O ," RateBook
",4
5523,Add:O ross:B-artist the:I-artist boss:I-artist to:O laurie's:B-playlist_owner listas:B-playlist de:I-playlist éxitos:I-playlist list:O ," AddToPlaylist
",0
3679,play:O a:O ballad:B-music_item by:O Bob:B-artist Johnston:I-artist ," PlayMusic
",3
4176,Book:O a:O restaurant:B-restaurant_type in:O Darnell:B-city .:O ," BookRestaurant
",1
3990,Can:O you:O make:O an:O addition:O to:O the:O Old:B-playlist Enough:I-playlist To:I-playlist Enjoy:I-playlist This:I-playlist playlist:O with:O Martin:B-artist Barre:I-artist ?:O ," AddToPlaylist
",0
4912,book:O me:O a:O restaurant:B-restaurant_type that:O is:O close:B-spatial_relation for:O four:B-party_size_number people:O in:O Enid:B-city ," BookRestaurant
",1
10,Can:O you:O tell:O me:O the:O weather:O forecast:O for:O six:B-timeRange am:I-timeRange in:O Grenada:B-country ," GetWeather
",2
8750,Where:O can:O I:O see:O the:O trailer:B-object_type for:O Experienced:B-object_name II::I-object_name Embrace:I-object_name Tour:I-object_name 2013:I-object_name Budokan:I-object_name ?:O ," SearchCreativeWork
",5
1800,Find:O the:O novel:B-object_type Peace:B-object_name Arch:I-object_name News:I-object_name ," SearchCreativeWork
",5
7325,rate:O this:B-object_select essay:B-object_type a:O 3:B-rating_value ," RateBook
",4
1349,Find:O a:O trailer:B-object_type called:O Peggy:B-object_name Sue:I-object_name .:O ," SearchCreativeWork
",5
5654,Book:O a:O reservation:O for:O seven:B-party_size_number people:O at:O Fraser:B-restaurant_name Mansion:I-restaurant_name in:O IL:B-state ," BookRestaurant
",1
4252,Play:O some:O music:O from:O the:O fourties:B-year .:O ," PlayMusic
",3
2316,Add:O a:O track:B-music_item to:O Fusion:B-playlist Fest:I-playlist ," AddToPlaylist
",0
2273,I'd:O like:O to:O eat:O at:O a:O restaurant:B-restaurant_type around:B-spatial_relation China:B-country with:O a:O party:O of:O 7:B-party_size_number anywhere:O that:O serves:O ouzeri:B-cuisine ," BookRestaurant
",1
6360,I:O want:O to:O hear:O secrets:B-album on:I-album parade:I-album from:O Tommy:B-artist Walter:I-artist ," PlayMusic
",3
6136,What:O time:O is:O Too:B-movie_name Young:I-movie_name to:I-movie_name Marry:I-movie_name showing:O ," SearchScreeningEvent
",6
5352,Play:O Lil:B-artist Hardin:I-artist Armstrong:I-artist from:O Itunes:B-service .:O ," PlayMusic
",3
4147,What:O time:O are:O the:O animated:B-movie_type movies:I-movie_type playing:O at:O Mann:B-location_name Theatres:I-location_name ?:O ," SearchScreeningEvent
",6
8819,rate:O this:B-object_select textbook:B-object_type 2:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
4237,Add:O gene:B-artist clark:I-artist to:O diann's:B-playlist_owner chill:B-playlist out:I-playlist list:O ," AddToPlaylist
",0
456,play:O the:O song:B-object_type S.F.:B-object_name sound:I-object_name furniture:I-object_name ," SearchCreativeWork
",5
3956,"Weather:O in:O Grey:B-city Eagle:I-city on:O Feb.:B-timeRange fifteenth,:I-timeRange 2034:I-timeRange "," GetWeather
",2
6217,Book:O reservations:O at:O a:O restaurant:B-restaurant_type that:O serves:O puglia:B-cuisine for:O jan.:B-timeRange 24th:I-timeRange ," BookRestaurant
",1
8508,Will:O it:O snow:B-condition_description in:O Haigler:B-city Bosnia:B-country and:I-country Herzegovina:I-country ," GetWeather
",2
1690,Is:O there:O going:O to:O be:O any:O snowfall:B-condition_description today:B-timeRange in:O Lebanon:B-country ?:O ," GetWeather
",2
1213,Use:O the:O service:O Zvooq:B-service to:O play:O merengue:B-genre music:O ," PlayMusic
",3
9006,What:O movie:B-object_type times:I-object_type ," SearchScreeningEvent
",6
6333,Give:O the:O current:B-object_select saga:B-object_part_of_series_type three:B-rating_value stars:B-rating_unit ," RateBook
",4
4240,Add:O the:O name:O Not:B-entity_name Fade:I-entity_name Away:I-entity_name to:O the:O playlist:O the:B-playlist midnight:I-playlist hour:I-playlist ," AddToPlaylist
",0
8892,Find:O the:O saga:B-object_type A:B-object_name Very:I-object_name School:I-object_name Gyrls:I-object_name Holla-Day:I-object_name .:O ," SearchCreativeWork
",5
4027,I:O want:O to:O watch:O Looney:B-movie_name Tunes:I-movie_name Platinum:I-movie_name Collection::I-movie_name Volume:I-movie_name 1:I-movie_name at:O a:O movie:B-object_location_type theatre:I-object_location_type ," SearchScreeningEvent
",6
4543,Can:O i:O get:O the:O showtimes:O for:O Man:B-movie_name in:I-movie_name Blues:I-movie_name ?:O ," SearchScreeningEvent
",6
8469,Can:O you:O help:O me:O find:O a:O picture:B-object_type called:O Olympia:B-object_name 1974:I-object_name ?:O ," SearchCreativeWork
",5
2198,When:O is:O The:B-movie_name Great:I-movie_name Question:I-movie_name playing:O at:O the:O closest:B-spatial_relation movie:B-object_location_type house:I-object_location_type ?:O ," SearchScreeningEvent
",6
7011,Rate:O this:B-object_select current:I-object_select essay:B-object_type a:O zero:B-rating_value .:O ," RateBook
",4
1955,Find:O a:O photograph:B-object_type called:O Shout:B-object_name It:I-object_name Out:I-object_name .:O ," SearchCreativeWork
",5
1206,Play:O In:B-track Every:I-track Dream:I-track Home:I-track A:I-track Heartache:I-track by:O vincent:B-artist paul:I-artist abbott:I-artist ," PlayMusic
",3
2422,What:O films:B-movie_type are:O going:O to:O be:O playing:O at:O Harkins:B-location_name Theatres:I-location_name at:O zero:B-timeRange a.m.:I-timeRange ?:O ," SearchScreeningEvent
",6
4742,Book:O a:O bar:B-restaurant_type which:O serves:O chicken:B-served_dish french:I-served_dish at:O Robinson:B-city .:O ," BookRestaurant
",1
1178,Add:O Sam:B-artist Moore:I-artist to:O lo:B-playlist mejor:I-playlist de:I-playlist los:I-playlist 00's:I-playlist ," AddToPlaylist
",0
7643,Rate:O The:B-object_name Removers:I-object_name 4:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
6304,What's:O the:O weather:O in:O South:B-city Punta:I-city Gorda:I-city Heights:I-city ," GetWeather
",2
4671,I:O rate:O the:O book:B-object_type You:B-object_name Only:I-object_name Live:I-object_name Twice:I-object_name two:B-rating_value points:B-rating_unit ," RateBook
",4
7514,I:O want:O to:O hear:O some:O acid:B-genre punk:I-genre music:O ," PlayMusic
",3
2452,show:O creativity:O of:O Sacred:B-object_name Fire::I-object_name Live:I-object_name in:I-object_name South:I-object_name America:I-object_name ," SearchCreativeWork
",5
7024,I'd:O like:O to:O play:O the:O song:B-object_type In:B-object_name a:I-object_name Reverie:I-object_name ," SearchCreativeWork
",5
75,Is:O it:O hot:B-condition_temperature in:O Round:B-city Hill:I-city HI:B-state ," GetWeather
",2
1416,Play:O music:O off:O the:O track:B-music_item Child:B-track Maurice:I-track ," PlayMusic
",3
3821,rate:O this:B-object_select book:B-object_type 5:B-rating_value of:O 6:B-best_rating points:B-rating_unit ," RateBook
",4
445,Tell:O me:O if:O the:O forecast:O will:O be:O temperate:B-condition_temperature around:B-spatial_relation Nationalpark:B-geographic_poi Doi:I-geographic_poi Suthep-Pui:I-geographic_poi on:O 4/15/2034:B-timeRange ," GetWeather
",2
2857,play:O some:O dream:B-genre music:O ," PlayMusic
",3
8594,I'm:O looking:O for:O local:O movie:B-object_type schedules:I-object_type .:O ," SearchScreeningEvent
",6
5687,need:O a:O table:O at:O a:O restaurant:B-restaurant_type serving:O foie:B-served_dish gras:I-served_dish on:O halloween:B-timeRange for:O two:B-party_size_number at:O Northern:B-state Mariana:I-state Islands:I-state ," BookRestaurant
",1
6099,Play:O some:O Instrumental:B-genre music:O on:O the:O service:O Lastfm:B-service ," PlayMusic
",3
1048,I:O am:O rating:O this:O book:B-object_type titled:O The:B-object_name Billion:I-object_name Dollar:I-object_name Ransom:I-object_name 3:B-rating_value stars:B-rating_unit .:O ," RateBook
",4
954,I:O need:O to:O book:O a:O table:O for:O 6:B-party_size_number people:O at:O Montreal:B-restaurant_name Pool:I-restaurant_name Room:I-restaurant_name in:O Croatia:B-country .:O ," BookRestaurant
",1
3148,find:O the:O picture:B-object_type Chorus:B-object_name Line:I-object_name ," SearchCreativeWork
",5
578,What:O time:O will:O the:O Amco:B-location_name Entertainment:I-location_name be:O plying:O The:B-movie_name Teeth:I-movie_name of:I-movie_name the:I-movie_name Tiger:I-movie_name ," SearchScreeningEvent
",6
8914,Rate:O the:O book:B-object_type White:B-object_name Girl:I-object_name Bleed:I-object_name a:I-object_name Lot:I-object_name only:O two:B-rating_value points:B-rating_unit .:O ," RateBook
",4
5631,Can:O you:O play:O the:O newest:B-sort record:B-music_item from:O 1966:B-year by:O Tony:B-artist Lee:I-artist ," PlayMusic
",3
773,add:O track:B-music_item to:O my:B-playlist_owner Gold:B-playlist Edition:I-playlist playlist:O ," AddToPlaylist
",0
4688,Put:O wreck:B-entity_name of:I-entity_name the:I-entity_name tennessee:I-entity_name gravy:I-entity_name train:I-entity_name in:O the:O Kids:B-playlist Workout:I-playlist playlist.:O ," AddToPlaylist
",0
3147,Add:O Grey:B-entity_name Cloudy:I-entity_name Lies:I-entity_name to:O the:O hip:B-playlist hop:I-playlist playlist.:O ," AddToPlaylist
",0
1776,Play:O music:O from:O Lastfm:B-service and:O Deezer:B-service .:O ," PlayMusic
",3
6961,What:O theater:O is:O playing:O Haunted:B-movie_name Honeymoon:I-movie_name ," SearchScreeningEvent
",6
9079,show:O creativity:O in:O Call:B-object_name Me:I-object_name Joe:I-object_name ," SearchCreativeWork
",5
2884,this:O track:B-music_item should:O go:O on:O my:B-playlist_owner evening:B-playlist chill:I-playlist playlist:O ," AddToPlaylist
",0
4562,What:O weather:O will:O it:O be:O in:O Battlement:B-city Mesa:I-city ?:O ," GetWeather
",2
5616,Taken:B-object_name at:I-object_name the:I-object_name Flood:I-object_name only:O gets:O 2:B-rating_value points:B-rating_unit out:O of:O 6:B-best_rating .:O ," RateBook
",4
6867,Please:O find:O the:O work:O titled:O Talking:B-object_name to:I-object_name Heaven:I-object_name ," SearchCreativeWork
",5
6046,play:O an:O eighties:B-year song:B-music_item by:O Ler:B-artist Lalonde:I-artist ," PlayMusic
",3
4851,"Tell:O me:O if:O it:O will:O be:O hot:B-condition_temperature on:O Jun.:B-timeRange the:I-timeRange 10th:I-timeRange in:O San:B-city de:I-city Fuca:I-city ,:O Sweden:B-country "," GetWeather
",2
4771,i:O need:O to:O book:O a:O table:O for:O three:B-party_size_number in:O Lesotho:B-country ," BookRestaurant
",1
5634,give:O one:B-rating_value out:O of:O 6:B-best_rating star:O to:O A:B-object_name Girl:I-object_name Is:I-object_name a:I-object_name Half-formed:I-object_name Thing:I-object_name chronicle:B-object_part_of_series_type ," RateBook
",4
8916,What's:O the:O weather:O forecast:O for:O Porphyry:B-geographic_poi Island:I-geographic_poi Provincial:I-geographic_poi Park:I-geographic_poi right:O now:B-timeRange ," GetWeather
",2
6584,Add:O an:O album:B-music_item by:O Liza:B-artist Oumarova:I-artist to:O the:O Steampunk:B-playlist playlist.:O ," AddToPlaylist
",0
6311,Tell:O me:O the:O weather:O forecast:O for:O Murone:B-geographic_poi Kōgen:I-geographic_poi Prefectural:I-geographic_poi Natural:I-geographic_poi Park:I-geographic_poi at:O elevenses:B-timeRange ," GetWeather
",2
5018,Play:O my:O playlist:O springtime:B-playlist ," PlayMusic
",3
4423,Book:O a:O restaurant:B-restaurant_type in:O Belgium:B-country for:O ten:B-party_size_number in:B-timeRange 24:I-timeRange weeks:I-timeRange .:O ," BookRestaurant
",1
2941,Get:O me:O a:O table:O at:O Eighth:B-restaurant_name Step:I-restaurant_name Coffee:I-restaurant_name House:I-restaurant_name in:O Germania:B-city for:O 7:B-party_size_number ," BookRestaurant
",1
7595,book:O a:O table:O for:O seven:B-party_size_number in:O Walpole:B-city ," BookRestaurant
",1
1995,Will:O it:O rain:B-condition_description in:O Deersville:B-city ," GetWeather
",2
6425,Add:O another:O song:B-music_item to:O the:O country:B-playlist playlist.:O ," AddToPlaylist
",0
8021,party:O for:O 2:B-party_size_number in:O Cleveland:B-city ," BookRestaurant
",1
3161,I:O would:O like:O a:O table:O at:O a:O taverna:B-restaurant_type with:O croquembouche:B-served_dish for:O 1:B-timeRange minute:I-timeRange from:I-timeRange now:I-timeRange ," BookRestaurant
",1
